NA,NA,14318451,JAK1,17353931,FIGEYS
NA,NA,1700006A11RIK,BMPR1B,15761153,IREF
NA,NA,2310026E23Rik,DDR1,16169070,STELZL
NA,NA,231403,ACTR2,17353931,FIGEYS
NA,NA,231403,MAP2K1,17353931,FIGEYS
NA,NA,231403,TKT,17353931,FIGEYS
NA,NA,76P,PAK7,16189514,BIND;VIDAL
NA,NA,A2M,MAST1,21163940,IREF
NA,NA,A2M,OBSCN,17367534,IREF
NA,NA,A2M,TRIO,17367534,IREF
NA,NA,A2M,TYRO3,21163940,IREF
NA,NA,A4GNT,BLK,26186194,IREF
NA,NA,AAAS,EGFR,24797263,IREF
NA,NA,AAAS,NEK6,17367534,IREF
NA,NA,AAAS,NEK9,17367534,IREF
NAK,OTHER,AAK1,ACTB,26496610,IREF
NAK,OTHER,AAK1,ANLN,26496610,IREF
NAK,OTHER,AAK1,AP2A1,25852190,IREF
NAK,OTHER,AAK1,AP2A2,12345678,HUMAP
NAK,OTHER,AAK1,AP2B1,12345678;25852190,HUMAP;IREF
NAK,OTHER,AAK1,AP2M1,28514442;25852190;26186194;24189400;19380743,IREF
NAK,OTHER,AAK1,AP2S1,28514442,IREF
NAK,OTHER,AAK1,APP,21832049,IREF
NAK,OTHER,AAK1,ATP13A2,22645275,IREF
NAK,OTHER,AAK1,BMP2K,12345678,HUMAP
NAK,OTHER,AAK1,CCDC88A,27173435,IREF
NAK,OTHER,AAK1,CDH1,25468996,IREF
NAK,OTHER,AAK1,CLTB,26496610,IREF
NAK,OTHER,AAK1,CLTC,26496610,IREF
NAK,OTHER,AAK1,DVL3,27173435,IREF
NAK,OTHER,AAK1,DYNLT1,26638075,IREF
NAK,OTHER,AAK1,EYA4,27173435,IREF
NAK,OTHER,AAK1,FCHO2,12345678,HUMAP
NAK,OTHER,AAK1,GAK,26496610,IREF
NAK,OTHER,AAK1,GTSE1,26496610,IREF
NAK,OTHER,AAK1,HSPA5,26496610,IREF
NAK,OTHER,AAK1,KIF13A,12345678,HUMAP
NAK,OTHER,AAK1,LUZP1,27173435,IREF
NAK,OTHER,AAK1,MYH9,26496610,IREF
NAK,OTHER,AAK1,MYO1C,26496610,IREF
NAK,OTHER,AAK1,NTRK1,25921289,IREF
NAK,OTHER,AAK1,NUP88,27173435,IREF
NAK,OTHER,AAK1,PIK3C2A,12345678,HUMAP
NAK,OTHER,AAK1,PLEC,27173435,IREF
NAK,OTHER,AAK1,PPIP5K2,27173435,IREF
NAK,OTHER,AAK1,PPP1CB,26496610,IREF
NAK,OTHER,AAK1,QSER1,27173435,IREF
NAK,OTHER,AAK1,RALBP1,28514442,IREF
NAK,OTHER,AAK1,REPS1,28514442,IREF
NAK,OTHER,AAK1,RUNDC3A,28514442,IREF;ARCHS4
NAK,OTHER,AAK1,SEC24B,27173435,IREF
NAK,OTHER,AAK1,SEC24C,26496610,IREF
NAK,OTHER,AAK1,SYNGAP1,28706196,IREF;ARCHS4
NAK,OTHER,AAK1,UBE2D2,27173435,IREF
NAK,OTHER,AAK1,URGCP,27173435,IREF
NAK,OTHER,AAK1,XPO1,26673895,IREF
NA,NA,AAMDC,EGFR,24797263,IREF
NA,NA,AAMP,EGFR,24797263,IREF
NA,NA,AARS2,EPHA1,28514442,IREF
NA,NA,AARSD1,IRAK1,15102471,IREF
NA,NA,AASDH,EGFR,28065597,IREF
NA,NA,AASDH,TKT,28514442,IREF
NA,NA,AATF,DAPK3,10580117,BIND
NA,NA,AATK,SRC,18691334,IREF
NA,NA,AAV2GP02,CAMK2D,18971280,IREF
NA,NA,AAV2GP02,CAMK2G,18971280,IREF
NA,NA,AAV2GP02,PRKX,9733829;9742109,IREF
NA,NA,AAV2GP04,PRKX,9742109,IREF
NA,NA,ABCA1,EGFR,28065597,IREF
NA,NA,ABCA1,LIMK1,16192283,IREF
NA,NA,ABCB1,PIM1,20460432,IREF
NA,NA,ABCB4,TESK1,21988832,IREF
NA,NA,ABCB6,BMPR1A,26496610,IREF
NA,NA,ABCD3,EGFR,24797263,IREF
NA,NA,ABCD3,HIPK4,23602568,IREF
NA,NA,ABCE1,FYN,25659154,IREF
NA,NA,ABCE1,ILK,23455922,IREF
NA,NA,ABCE1,LYN,25659154,IREF
NA,NA,ABCE1,PAK3,25659154,IREF
NA,NA,ABCE1,RNASEL,7539425,IREF
NA,NA,ABCE1,SRC,25659154,IREF
NA,NA,ABCE1,SRM,25659154,IREF
NA,NA,ABCF1,SRPK1,23602568,IREF
NA,NA,ABCG2,PIM1,18056989,IREF
NA,NA,ABHD14B,TAF1,14672934,IREF
NA,NA,ABHD14B,TKT,26344197,IREF
NA,NA,ABI1,ABL1,11418237|12672821|17101133|8943360|9010225|9593709;9593709;18328268;20598684;12672821;17367534;11418237;17101133;7590237;9010225,PPID;IREF;BIND
NA,NA,ABI1,CAMK2A,25297099,IREF
NA,NA,ABI1,FGR,20598684,IREF
NA,NA,ABI1,PAK2,11956071,IREF;BIND
NA,NA,ABI1,RYK,21875946,IREF
NA,NA,ABI2,ABL1,28514442;12569093;7590236;17101133;17101133|7590236,IREF;BIND
NA,NA,ABI3,PAK1,11956071,BIND
NA,NA,ABI3,PAK2,11956071,IREF;BIND
ABL,TK,ABL,ABL1,1956339;10964922;11781820,NETWORKIN;PHOSPHO.ELM
ABL,TK,ABL,ANXA1,2457390,PHOSPHO.ELM
ABL,TK,ABL,APBB1,15031292,NETWORKIN;PHOSPHO.ELM
ABL,TK,ABL,BCR,9467953;16912036,NETWORKIN;PHOSPHO.ELM
